Tweet,Label
bnsatt anjirr pagi2 bikin emosi. kalo ga suka anjing kenapa pelihara?! tiap hari selalu denger anjing nangis kena pukul. emosii. mending lu kasih orang dah tu anjing daripada disiksa setiap hari. kesel yatuhan dengernya ikut sakit denger anjing nangis,Anger
marah nih nunaa,Anger
padang enak,Joy
ngeri keinjek hp nya min t__t,Fear
"sale pisang 8k, ini enak bangett . dom tangerang 5 qa?link toko ada di bawah ya",Joy
br tengok ni je dah sedih.,Sad
"temenan 5 tahun hasilnya gini, sedih banget",Sad
"seneng dan sedih di saat yang bersamaan seneng karena di kasih semangat sama abang tapi juga sedih, karena jadi inget sama autumn abang hobi",Neutral
kecewa dikit,Sad
semangat mboll saya support therapy kayak a blessing gt buat hidup gw goblgoblhlblb btw info tadi itu smua psikolog yak bkn psikiater?okter sp.kj jdi gapake medikasi gt treatment nya kcuali diarahin?ita minta arahan trs cocok2an emg jadi klo blm cocok jangan menyerah mbol,Joy
"aku ga pake yang niacinn tp yang botol ungu gila bgt, kaget bisa langsung cerah sekali pake, agak ngeri",Fear
cuihh benci banget yg jualan agama basii,Anger
"kalo skarang bakwaan! dulu gue ga suka banget bakwan, lebih suka risol. tp skarang bakwan selalu!",Love
sedih tapi masih pagi,Sad
: harap-harap cemas..,Fear
iye elu yang disana. kok lu ganteng banget sih? maaf gabisa ngomong langsung :( sedih deh,Sad
gak jadi sedih,Neutral
aowkowkwok mau sedih tp udah terbiasa jd mari tertawa saja,Joy
nnti pcr pcr ku marah kak,Fear
lebih baik melihat dia marah dari pada melihat dia sedih.,Sad
luar biasa.. parah,Neutral
"terpantau balas dendam goro"" sumpek ndek dosen sing sak penake dewe",Anger
"takut banget, serius. enih mereka tempat gw curhat, tp gw suka lupa mau curhat",Fear
thanks udh speak up bang. gua ngeri akun lu tiba2 kena petrus :(,Fear
org mesti kata yaka aku byk diam. ye mmgla ckp banyak dgn close ones saja. tapi banyak diam dlm kenduri or gather with families especially aunts uncles. ckp byk salah. baik diam . sengeh jee pastu aku selfie bg ada memory. so okayla. nak cakap byk pun letih,Neutral
"dari sebuah rumah pinggir jalan, seorang pria tua keluar membawa sepiring makanan. aku tidak memperhatikan isinya, lalu ia meletakkannya begitu saja di gang sempit samping rumahnya. tiba-tiba ada yang menghampiri, kira-kira 5-6 ekor. aduh, kalian, apa tidak pakai jaket?",Neutral
"tau nih, padahal mah enak aku dm. yg lain udah di block duluan tuh :(",Sad
emosi bgt klo ada yg bilang cakep harus putih. makan taii!,Anger
terus masih harus bayar kalau itu beban masih saya maklumi tapi kalau masih di sebut sebagai tagihan yang benar saja,Neutral
sedih melulu nie,Sad
ntah tolol beneran atau 'pura-pura tolol' yang masih butuh informasi tentang saya ketika semua akun sosial saya terbuka untuk umum.,Anger
"kita semua punya rasa marah sama wowo prof, jgn dendam ya prof. kan waktu milih kita serahkan semua pada allah.. tpi klo inget trus kejadian itu bole laah prof.",Fear
"aku jengkelnya ke semuanya sih, mbulet kyk benang kusut btw udah selesai bacanya? kalau udah no spoiler please",Anger
"wkwk sama, aku juga keliling liyue dulu ternyata nyaru kaya npc biasa. tar besok di wanwen book store, met ngobrol sm abah",Neutral
"tuhanmu tiada meninggalkan kamu dan tiada (pula) benci kepadamu, (qs adh dhuhaa:3) perjuangan penerapan syariah .. allaahu akbar.",Neutral
"bismillah hari ini aku sehat, aku bahagia, aku berkelimpahan, aku menarik rezeki dgn mudah, segala urusanku dilancarkan, aku disadarkan dlm setiap ucapan serta tindakan dan aku dipertemukan dengan jodoh dan orang-orang yang baik. aamiin yaallah",Joy
sedih banget temen gue.,Sad
"kayanya gusti allah marah sama aku:""(",Sad
"seru, plot twist banget ceritanya trs ada semua di situ romance nya, trs thriller nya, sedih sedih nya juga walaupun emang agak bikin pusing setelah nonton. aku nontonnya pas on going jadi bikin pusing nunggu next episode",Sad
"ku suka dirinya, mungkin aku sayang",Love
kenapa nak hasut orang tak vaksin? pastu bangga sangat bila orang vaksin takut nak cerita side effect kat dia.,Fear
alasan kenapa suka banget sama karya2mu kak karna kadang bikin aku salting sendirii. ini ngena banget meskipun aku gapunya ayang kk,Love
ini org kayaknya suka banget sama bruno mars,Neutral
"siapa saja yang allah kehendaki kebaikan padanya, allah akan menimpakan musibah (ujian/cobaan) padanya (hr. bukhari) ..",Neutral
akhirnya kita gak malu lagi soalnya bener,Neutral
"benalu negeri bebas mencaci, krn ke adilan sdh mati.. ujar benci dan mencaci itu lah alat pekerjaan mereka, fitnah ulama, dan provokasi adalah pekerjaan sehari hari, memecah belah anak negeri.. demi uang utk nafkah haram anak2 nya dan istri..",Neutral
"denger kata, foto-in satu-satu mukanya. dan yang bilang jendral bintang 4, mantang pangkostrad. warga kehormatan kopassus dan tentunya pimpinan tertinggi angkatan darat. ngeri bos..wkwk",Fear
ngomong dari pagi kek bangsat nyusahin bngt,Anger
"dipakai untuk acara pernikahan tuh, bodoh.. kunjungi ke tkp jangan cuma maen jempol aja luu.. keree gk punya ongkos, gw bayarin dah, gw mah gitu orangnya",Anger
gajadi sedih pls inimah bikin semangat ngerjain skripsi,Joy
"mereka yang ingin berkerumun, kami tetap menghimbau untuk tetap dirumah saja. mungkin itu adalah wujud kerinduan mereka kepada kami. semoga kita selalu diberi kesehatan aku meh gawe kaos tak sablon tulisan ngonokui, wangun mboten?",Neutral
"omg!! finally ada kabar baik pagi ini. jimii syg kuat banget, hebat banget. bangga sama jimii skrg banyak2in istirahat dulu yaa syg! mam yg banyak. jangan capek2. semoga semakin cepet pulih, kesayangan lulls",Joy
"jangan takut akan perubahan kita mungkin kehilangan sesuatu yang baik, namun kita akan peroleh sesuatu yang lebih baik lagi",Neutral
nape lo yg emosi?,Anger
suka banget self pampering nih kak kayaknya?,Love
"uwaha pagi lagi~ [menepuk kepalanya sekilas] hmm, aku rasa biasa saja..namun aku terlalu lelah merapihkan tasku kemarin, sampai tertidur di stasiun. untung saja aku dibangunkan. kamu sendiri? apakah ada kendala?",Neutral
"bangun tidur dapat kabar baik tentang jimin seneng bangett, jagoanku udah sembuh",Joy
single krna suka ilfeel kl dideketin org dan blm ada yg sesuai sm aku dan blm ada yg bs bikin nyaman,Love
"ceria dan bersinar selalu itu aku melody | oshimen melodyjkt48 & officialjkt48 | share info , quiz , games | |",Neutral
kaget bgt tbtb jamet,Fear
haha sepi tanpa purwakarta tapi gpp :v,Sad
"seru, runa. kalau ngga gangguin beliau, suka gangguin anak aku. kedengeran gabut banget ya aku tuh.. btw, runa lagi ada kesibukan apa akhir-akhir ini?",Love
temenku non kpopers tbtb suka lagu ini wkwk terkejuttt wkwk,Joy
"orang2 sudah pinter .. takut dosa, klo gak adil.. srkarang banyak yg pinter..tapu tidak ngerti, ilmu bukan diamalkan, tp disalah gunakan..",Fear
"pebenda lah org penuh dgn emosi last episode, time tu jugak dia nak sumbat ppl",Anger
"waktu sma sering banget di giniin, tp yaudahlah. makanya aku kemana mana suka sendiri dan malah kena sindir jg, ya aku to the point aja. langsung bilang, lah biasanya gtkan gk pernah ngajak? kalo sekarang udh nggak, udh pada dewasa.",Love
"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan anna",Joy
aku klu blh nk buat kerja gila pinjam hair dryer kt dept aku tp tulah takut plak kantoi dgn boss,Fear
makin kesini makin sepi karena udah pada close sama inactive kan sha?,Neutral
"semoga bisa jadi perempuan yang mandiri, semoga bisa terus nyari duit sendiri, semoga bisa tetep sayang sama diri sendiri, biar orang tua dan keluarga bisa bahagia , dan kalo suami banyak tingkah atau demen selingkuh bisa mantep ninggalin & mampu hidup sendiri.",Joy
"ahh gw suka banget ini film, cuman sedihh ending nya begitu aja, haha mau nya kudu happy ending.. lol",Love
"foto ootd yang aesthetic bisa dimana saja, tantri namirah tampil kece di depan warung dan bengkel",Neutral
woi aku suka banget sama dia oke,Love
kamu ngga zendirian kak zcazca.. kadang kakak zama temennya zuka bilang gini karena zaya dewaza zekali dan tau zcara bikin ibu koz ga marah zama zaya,Neutral
"kalau mau saling mengerti, lakukan saja setelah membuat lawan mengalami hal yang samaa (yahiko, chapter 372)",Neutral
"maauu, aku udh sebulan sepi banget :(( spes app prem",Sad
baru bangun langsung disambut kabar bahagia,Joy
sedih ada orang suka kita. hakhak,Sad
"menjadikan seseorang sebagai rumah kedua setelah rumah pertamamu gagal menjadi tempat ternyaman untukmu pulang adalah kesalahan terbesar, karena seseorang yang kau jadikan rumah keduamu itu bisa pergi kapan saja tanpa kau tau.",Neutral
panik bgt tadi akunku ke logout sendiri,Fear
cucianku numpuk gara2 hujan semalam untung cuacanya cerah hari ini,Neutral
"iyaa, suka banget gaya penulisannya ilana tan, ringan gt gampang dipahamii sksk",Love
aku kok merasa ada difase maj up apapun malu ya sekarang :((,Sad
"b aja, karna ada nama kembaran ak si haechan jadinya luar biasa",Neutral
orang2 itu perlu di ajarin attitude berbelanja deh kyk nya. emosi,Anger
konyol bego,Anger
"ga tau kenapa kalau ngedit alam tu, tangan suka banget ngedit warnanya jadi gini wkwk",Love
"udah biasa di panggil ibu sekarang, ibu boss",Neutral
"suka dan jatuh cinta tu gak butuh alasan, suka ya suka aja",Love
"satu sisi teriak-teriak darurat pandemi, di sisi lain melakukan hal2 bodoh macam ini. kasian sekali nasibmu rakyat",Anger
"1. jangan main klarinet. 2. jangan pernah melambaikan lampu senter ke depan dan ke belakang terlalu cepat. itu dianggap undangan. 3. jangan pernah berhenti menatap sekitar. 4. jangan makan keju, kecuali yang kotak. 5. jangan pakai topi sombrero. 6. jangan pakai baju bodoh.",Anger
aaksks tp w takut ntar mendadak s massal,Fear
eh sumpah gw takut bangett. serem bangett itu orang,Fear
"telor dikocok, butter dipanasin di atas teflon, masukin telornya, dorong aja atasnya kagak usah dibalik. jdi yg bawah mateng atasnya agak stengah mateng jdi shiny dan lembut gitu enak dah cobain wkwk",Joy
"halah ngaku aja na gak usah malu-malu, dasar munafik!",Anger
"makasii, semangat juga buat hari ini pik!!",Joy
benci bat sama kumpulan ibu ibu,Anger
takut ditabok,Fear
"contohilah kkss (kerukunan keluarga sulawesi selatan) organisasi besar tp tdk mencari musuh. dimanapun mereka berada, selalu menyelesaikan masalah dengan musyawarah. luar biasa",Neutral
"iya njir, deobo gada kabar samsek, agak kawtir",Fear
pagiku cerah ku market ku hijau hijau,Joy
si ceweknya tuh bajunya terbuka. trus dadanya gede gitu. jadi ya gitu deh. tapi sejujurnya ceritanya lucu kok. cowoknya polos banget soalnya tapi kalo gak suka fanservice ya rada kagak nyaman sih makin kesini makin makin soalnya,Love
takut ga bisa makan,Fear
anjirr ini akun gilak bego dongo bikin gw kaget aja,Anger
"kenapa ya orang suka banget ujar kebencian, ga mikirin perasaan orang lain tuh sedih atau kepikiran gituu, aku jadi takut makin banyak orang jahat",Fear
sedih,Sad
"ajarkan kepada anak lelaki anda: 1. menundukkan pandangan terhadap lawan jenis (terlebih lagi saat sudah memiliki istri) 2. cukup lah 1 istri saja, karena poligami bukanlah hal yg mudah 3. tidak boleh kdrt baik scr fisik/verbal 4. jangan memiliki pola pikir seperti orang di atas",Neutral
lagi suka banget,Love
no 3 sama 4 tolol banget bngst,Anger
ngeri banget,Fear
"taik gua benci twitter, suka ke refresh sendiri bangsaat, padahal tadi ada tweet lucu jadi gak kebaca",Anger
"degdegan banget hari ini ya ampun.. semoga lancar,,sinyal bisa kerjasama ya please.. tabletku jgn suka tiba2 no connection ya! salam sehat waras semuanya",Fear
stretching biasa yg gw lakuin tuh child pose dan cobra pose dan biasa in 8 detik.,Neutral
"semangat dungs, pc & merchku blm dtg jdi hrs tetp semangat",Joy
"sejak kita mengenal dunia, orangtua mengajari kita tertawa, namun sekarang kita sudah dewasa sering lupa membuat mereka tersenyum bahagia.",Joy
"minta maaf abis cerita gitu? aku jadi bersyukur banget punya bestie, dia yg kujadiin tempat cerita sedih selalu ada, buat cerita random juga selalu ditanggepin sama dia. dia juga gitu ke aku, kalo nyeritain pacarnya bisa sampe berjam-jam.",Joy
paling suka klo jaejoong nyanyi rock. suara seraknya jadi keluar banget.,Love
2 atau 3 orang aja ya :d but! kalo flop mora hapus soalnya malu,Fear
padahal vaksin kedua biasa aja,Neutral
"kalo nggak kaget, ya heran.. cukup di situ saja",Neutral
"sorry to sayy, kbe harus takedown jujur sedih bgt tp mau gmn lg teh rasanya tuh aduh sekalian jg nanti ak mw debutin kisah baru mungkin ini kbe mau reborn tp ceritanya berubah 360° lah pokoknya jd lebih ringan alurnya aduh sorry bgt dan tungguin cerita selanjutnya yaa",Sad
tolol lu,Anger
ya gimana ya bangsat ya gitu gasii,Anger
sedih mau cd.,Sad
aku benci menganggap enteng apapun tugas yang diberikan. -gildarts,Neutral
aku sedih eh tapi kok kamu udah bangun,Sad
modal semangat tok,Neutral
marah,Anger
cb bayangin kl sbenernya itu foto idol kpop trs di edit sm si sendernya woaksowkak,Joy
sepi bgt busyet wkwk,Joy
"semangat buat kamu yang lagi latihan, ya walaupun gak ke notice. semangat",Joy
"gua steril kucing aja abis 1 juta 3 ratus 80 ribu men bangsat mahal kan tapi karna kucing gua udah tua jadi reaksinya lama bgt masih suka spray urine sembarangan, suka teriak2 minta keluar nah itu yg bikin gua pusing",Anger
normal german pro globohomo dunno ya tell me,Neutral
tida kaget karena u deserve it,Neutral
jends ngasih info kadang suka banget dadakan deh kampus bikin keki,Anger
"aamiin, semoga hari ada yang nyantol ya! semangat",Joy
hi gue suka banget final chorusnya,Love
bangsat ini akun sy di hack kah?,Anger
"seneng akhirnya jenjang karir yg dimau abangku udah kecapai, tapi sedih juga harus jauh jauhan lagi. nanti kalo nelfon pasti sombong deh, : menejer ni menejer, jangan macem macem emang rada tai si, tapi gapapa uang jajanku nambah (bismillah)",Sad
"anak muda kudu semangat, jgn letoy",Joy
"sampe sekarang masih bertanya tanya kenapa orang suka banget buat sampah di halaman rumahku yaa, sedih harus bersihin terus",Sad
dan ffvii juga! saya suka banget dengan konsep sekolah magic soldier di game ini. dan battle antar sekolah. pertama kalinya cutscene battle squall vs seifer memikat jutaan player (i hate rinoa!) jauh sebelum harry potter rilis,Joy
wkwkwk tolol,Anger
"i play both! tapi lebih suka the electric one, karena amp sempet rusak jadi udah lama gak main! (tmi: when i was in a band, i play the keyboard though.) oh dua-duanya udah gue baca! your letter tuh artnya bagus banget.",Joy
"8,5/10 enakk bgt suka rasa kuah pedesnya, apalagi kalo lagi emosi makan ini auto hilang emosi ku",Joy
"ah kakiku nyaman! aku mau berdandan,tp tetap paling suka pakai sepatu kets! - miiko",Neutral
mau dendam biarkan saja emang mereka suka dendam politik akibat kalah pilpres,Neutral
"huaa alhamdulillah pagia"" udah dapet kabar baik dari jimin",Joy
gak ileran ituu enak aja,Neutral
tetep aja namanya selingkuh kok ya tolol banget. kakean alesan,Anger
lho kirain fest hahahha :'),Fear
"hii ayaa, semangat ya buat hari inii, have a great day ;33",Joy
nah ini satu lagi cebong tolol nongol..,Anger
dah biasa dah perangai dia aku dah masak,Neutral
"sumpah no comment. brcnd. temen gue lumayan lama paling lama itungane udah mau tiga tahun apa?so far so good galak banget tapi sumpah keren banget anaknya kreatip dan suportip, suka minum kopi sehari abis dua liter abis itu bilang gabisa tidur :v",Joy
"mungkin saja,dmn2 yang gak setuju pasti kedengaran bersuara keras..semua fraksi dpr hanya pks kan yang menolak?",Neutral
"auto belit apa? mmg ah dia org marah bila kena kencing oleh gov india. indira gandhi gunakan perkara ini sbg peluang untuk politikus dia, itu yg menyebabkan ltte bunuh indira gandhi. ko pergi baca sejarah kenapa ltte tu diwujudkan. tak sama langsung mcm taliban.",Anger
"tbl tbl takut banget loh, iri kan lo ga bisa gitu makanya jangan gatel",Anger
"aku sudah dewasa, aku sudah kecewa",Sad
luat biasa,Neutral
bego dimananyaa. eluu ihh,Anger
tp kecewa bgt dia grgr aku gak ucapin,Sad
marah marahh:(,Anger
entah suka banget kalo denger musiknya wagakki band.,Joy
ini enak..semriwing,Joy
"kenapa ya gue sering banget punya pikiran yang kontras kalau lagi sedih wkwkkw gue selalu nyalahin orang kalau gue sedih, tapi pas udah gak sedih i feel like i wantto cherish them",Neutral
", hi pagi kakkamu udah sarapan belum?kalau belum cepet sarapan ya? jaga kesehatan dan istirahat yang cukup juga!! aku bingung mau ngetik apa lagi intinya aku cuman mau bilang kakak semangat terus yaa !! banyak yang sayang,",Joy
"ape la mama ni. sory sayang. mama tak jaga dhyan dengan betul. mama leka. sory sayang. cepat sembuh lah dhyan. walaupun awak demam pn macam tak demam. tapi bila malam nampak awak mcm tu, sedih mama.",Sad
suka banget sama part rapline disini,Love
aowkaowkaowkoakw semangat ayy,Joy
"bagaimana yang aku rasa. tak jauh beda denganmu! intinya, kita merasakan sama. sama-sama menderita sama-sama bahagia! semua bersama :)",Joy
"kelas gue ya gitu deh kayak kelas biasa, sesi a ribut bgt tp sesi b nya sepi bgt huhu hobinya ngevlog dikelas apa aja kalau ada kegiatan selalu dibikin vlog",Neutral
